ArduinoId,LogsModel,Id,CreatedUtc,ModifiedUtc
930a2911-e929-4e0f-a952-b356576226a8,,6b329d5b-b4fa-4e24-9faf-147732ddac22,19-12-2024 09:20:26,19-12-2024 09:20:26
